usdaId,name,category,mealType,dietType,calories,protein,carbs,fat,fiber,sugar,sodium,servingSize,servingUnit,vegetarian,vegan,glutenFree,dairyFree,nutFree,soyFree
2565558,"""CRAB CHIP"" POTATO CHIPS",SEAFOOD,SNACK,NON_VEG,536.0,7.14,53.57,32.14,3.6,3.57,1071.0,100.0,g,False,False,True,True,True,True
2465723,"""THE CRAB CHIP"" POTATO CHIPS WITH CHESAPEAKE BAY CRAB SEASONING, CHESAPEAKE BAY CRAB SEASONING",SEAFOOD,SNACK,NON_VEG,536.0,7.14,53.57,32.14,3.6,3.57,1071.0,100.0,g,False,False,True,True,True,True
2565587,"""THE CRAB CHIP"" WITH CHESAPEAKE BAY CRAB SEASONING POTATO CHIPS, CRAB",SEAFOOD,SNACK,NON_VEG,536.0,7.14,53.57,32.14,3.6,3.57,1071.0,100.0,g,False,False,True,True,True,True
2440198,(GROUND SHRIMP),SEAFOOD,SNACK,NON_VEG,314.0,66.46,3.57,3.89,1.0,2.39,1797.0,100.0,g,False,False,True,True,True,True
1458079,1 OZ WHOLE GRAIN FISH STX,SEAFOOD,SNACK,NON_VEG,196.0,15.18,16.07,7.14,0.9,0.0,348.0,100.0,g,False,False,True,True,True,True
1458898,10 OZ UNIFORM SALMON PORT,SEAFOOD,SNACK,NON_VEG,223.0,20.54,0.0,16.07,0.0,0.0,40.0,100.0,g,False,False,True,True,True,True
1459817,10/UP SNOW CRAB CLUSTERS,SEAFOOD,SNACK,NON_VEG,107.0,23.81,0.0,1.19,0.0,0.0,774.0,100.0,g,False,False,True,True,True,True
1589899,"100% NATURAL BROTH, FISH",SEAFOOD,SNACK,NON_VEG,8.0,0.8,0.4,0.4,0.4,0.4,286.0,100.0,g,False,False,True,True,True,True
2653824,100% NATURAL GEFILTE FISH,SEAFOOD,SNACK,NON_VEG,145.0,5.45,14.55,3.64,1.8,1.82,400.0,100.0,g,False,False,True,True,True,True
2393685,"100% ORANGE JUICE FROM CONCENTRATE WITH PULP, ORANGE",FRUIT,SNACK,VEGAN,46.0,0.42,11.25,0.0,0.0,10.0,4.0,100.0,g,True,True,True,True,True,True
2148354,100% PURE NATURAL FISH SAUCE,SEAFOOD,SNACK,NON_VEG,80.0,13.3,0.0,0.0,0.0,0.0,7660.0,100.0,g,False,False,True,True,True,True
1908588,100% PURE ORANGE JUICE FROM CONCENTRATE,FRUIT,SNACK,VEGAN,48.0,0.72,11.35,0.0,0.0,10.14,5.0,100.0,g,True,True,True,True,True,True
2137515,100% PURE ORANGE JUICE FROM CONCENTRATE,FRUIT,SNACK,VEGAN,49.0,0.0,12.27,0.0,0.0,11.66,6.0,100.0,g,True,True,True,True,True,True
2448684,"100% PURE ORANGE PINEAPPLE JUICE FROM CONCENTRATE, ORANGE PINEAPPLE",FRUIT,SNACK,VEGAN,50.0,0.42,12.08,0.0,0.0,10.83,8.0,100.0,g,True,True,True,True,True,True
1919056,"100% REAL FRUIT MIX! FREEZE DRIED SNACKS, MANGO STRAWBERRY & BANANA",FRUIT,SNACK,VEGAN,333.0,0.0,88.89,0.0,11.1,55.56,0.0,100.0,g,True,True,True,True,True,True
2286080,"100% REAL FRUIT! TINY GUMMIES, APPLE ORANGE CARROT & GOJI",FRUIT,SNACK,VEGAN,321.0,0.0,78.57,0.0,7.1,64.29,536.0,100.0,g,True,True,True,True,True,True
2485591,"100% SOCKEYE SALMON BURGERS, 100% SOCKEYE SALMON",SEAFOOD,LUNCH,NON_VEG,248.0,15.93,10.62,16.81,0.9,1.77,558.0,100.0,g,False,False,True,True,True,True
2158880,"12PC SALMON AVOCADO ROLL QBR, SALMON AVOCADO",SEAFOOD,SNACK,NON_VEG,155.0,5.62,20.08,5.22,2.0,5.22,335.0,100.0,g,False,False,True,True,True,True
1972248,"12PC SALMON AVOCADO ROLL WR, SALMON AVOCADO",SEAFOOD,SNACK,NON_VEG,180.0,6.54,26.54,5.77,1.9,5.0,317.0,100.0,g,False,False,True,True,True,True
2140793,"12PC SALMON AVOCADO ROLL WR, SALMON AVOCADO",SEAFOOD,SNACK,NON_VEG,180.0,5.68,30.28,4.73,0.9,5.68,353.0,100.0,g,False,False,True,True,True,True
2327399,"12PC SHRIMP CALI ROLL QBR, SHRIMP CALI",SEAFOOD,SNACK,NON_VEG,120.0,4.39,17.98,3.07,2.2,4.82,328.0,100.0,g,False,False,True,True,True,True
2525481,"12PC SHRIMP CALI ROLL WR, SHRIMP CALI",SEAFOOD,SNACK,NON_VEG,143.0,4.82,24.56,3.07,2.2,4.39,323.0,100.0,g,False,False,True,True,True,True
2153260,"12PC SHRIMP TEMP KABUKI ROLL, SHRIMP TEMP KABUKI",SEAFOOD,SNACK,NON_VEG,181.0,5.16,32.26,4.19,1.0,6.13,467.0,100.0,g,False,False,True,True,True,True
2327395,"12PC SP SALMON AVOCADO ROLL QBR, SALMON AVOCADO",SEAFOOD,SNACK,NON_VEG,163.0,6.12,18.78,6.53,2.0,4.9,353.0,100.0,g,False,False,True,True,True,True
2158881,"12PC SP SALMON AVOCADO ROLL WR, SALMON AVOCADO",SEAFOOD,SNACK,NON_VEG,188.0,6.53,26.12,6.53,2.0,4.9,348.0,100.0,g,False,False,True,True,True,True
2525482,"12PC SP SHRIMP CALI ROLL WR, SHRIMP CALI",SEAFOOD,SNACK,NON_VEG,150.0,4.7,24.36,3.85,2.1,4.7,342.0,100.0,g,False,False,True,True,True,True
2267415,"12PC SP TUNA AVOCADO ROLL QBR, TUNA AVOCADO",SEAFOOD,SNACK,NON_VEG,142.0,6.67,19.58,3.75,2.1,5.0,356.0,100.0,g,False,False,True,True,True,True
2158900,"12PC SP TUNA AVOCADO ROLL WR, TUNA AVOCADO",SEAFOOD,SNACK,NON_VEG,168.0,7.08,26.67,3.75,2.1,5.0,351.0,100.0,g,False,False,True,True,True,True
2525483,"12PC TUNA AVOCADO ROLL QBR, TUNA AVOCADO",SEAFOOD,SNACK,NON_VEG,134.0,7.11,19.25,2.51,2.1,5.02,332.0,100.0,g,False,False,True,True,True,True
2158906,"12PC TUNA AVOCADO ROLL WR, TUNA AVOCADO",SEAFOOD,SNACK,NON_VEG,160.0,7.53,26.36,2.93,2.1,5.02,326.0,100.0,g,False,False,True,True,True,True
2473279,15% LEG CRAB MEAT,SEAFOOD,SNACK,NON_VEG,67.0,15.0,0.0,0.83,0.0,0.0,100.0,100.0,g,False,False,True,True,True,True
1459211,2 OZ NATURAL CRAB SHELLS,SEAFOOD,SNACK,NON_VEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,g,False,False,True,True,True,True
1458940,2-3 LB SALMON SIDES,SEAFOOD,SNACK,NON_VEG,223.0,20.54,0.0,16.07,0.0,0.0,40.0,100.0,g,False,False,True,True,True,True
1459540,2/4 OZ ROCK FISH FILLETS,SEAFOOD,SNACK,NON_VEG,89.0,17.86,0.0,1.34,0.0,0.0,71.0,100.0,g,False,False,True,True,True,True
1459376,2OZ.DELUXE DEVILED CRABS,SEAFOOD,SNACK,NON_VEG,161.0,5.36,17.86,6.25,1.8,3.57,643.0,100.0,g,False,False,True,True,True,True
1458213,3 OZ NATURAL CRAB SHELLS,SEAFOOD,SNACK,NON_VEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,g,False,False,True,True,True,True
1460427,3 OZ SFD CRAB CAKES,SEAFOOD,SNACK,NON_VEG,107.0,4.76,11.9,4.17,0.3,2.38,464.0,100.0,g,False,False,False,True,True,True
1458321,3-4 LB. SALMON FILLETS,SEAFOOD,SNACK,NON_VEG,223.0,20.54,0.0,16.07,0.0,0.0,40.0,100.0,g,False,False,True,True,True,True
1458178,3/5 LB AHI TUNA LOINS,SEAFOOD,SNACK,NON_VEG,107.0,24.11,0.0,0.45,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
1457231,3/5 LB SALMON FILLETS,SEAFOOD,SNACK,NON_VEG,223.0,20.54,0.0,16.07,0.0,0.0,40.0,100.0,g,False,False,True,True,True,True
1460576,30/70 CRAB MEAT,SEAFOOD,SNACK,NON_VEG,119.0,23.81,0.0,1.79,0.0,0.0,774.0,100.0,g,False,False,True,True,True,True
1457559,3OZ. DELUXE CRAB CAKES,SEAFOOD,SNACK,NON_VEG,115.0,4.42,13.27,4.42,0.9,2.65,469.0,100.0,g,False,False,False,True,True,True
1459737,3OZ. DELUXE DEVILED CRABS,SEAFOOD,SNACK,NON_VEG,153.0,5.88,17.65,5.88,1.2,3.53,624.0,100.0,g,False,False,True,True,True,True
1458184,3OZ. DEVILED CRABS,SEAFOOD,SNACK,NON_VEG,107.0,2.38,14.29,4.17,1.2,2.38,381.0,100.0,g,False,False,True,True,True,True
1459818,3OZ. NATURAL CRAB SHELLS,SEAFOOD,SNACK,NON_VEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,g,False,False,True,True,True,True
1458212,3OZ.DELUXE DEVILED CRABS,SEAFOOD,SNACK,NON_VEG,155.0,5.95,17.86,5.95,1.2,3.57,631.0,100.0,g,False,False,True,True,True,True
2482343,"4 CHEESE RAVIOLI, 4 CHEESE",DAIRY,SNACK,VEGETARIAN,257.0,12.39,27.43,11.5,1.8,1.77,372.0,100.0,g,True,False,True,False,True,True
1457699,4 OZ AHI TUNA STEAK,SEAFOOD,SNACK,NON_VEG,107.0,24.11,0.0,0.45,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
1459643,4 OZ DOM LAMB LOIN CHOP,PROTEIN,SNACK,NON_VEG,143.0,20.54,0.0,5.36,0.0,0.0,67.0,100.0,g,False,False,True,True,True,True
1459568,4 OZ NATURAL CRAB SHELLS,SEAFOOD,SNACK,NON_VEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,g,False,False,True,True,True,True
1460286,4 OZ NORG SALMON PORTIONS,SEAFOOD,SNACK,NON_VEG,223.0,20.54,0.0,16.07,0.0,0.0,40.0,100.0,g,False,False,True,True,True,True
1458285,4 OZ PREMIUM CRAB CAKES,SEAFOOD,SNACK,NON_VEG,115.0,8.85,16.81,4.42,0.9,0.88,451.0,100.0,g,False,False,False,True,True,True
1458046,4 OZ RAW BRD FISH SQUARES,SEAFOOD,SNACK,NON_VEG,133.0,19.47,10.62,0.88,0.0,2.65,248.0,100.0,g,False,False,True,True,True,True
1460519,4 OZ RAW BRD FISH SQUARES,SEAFOOD,SNACK,NON_VEG,133.0,19.47,10.62,0.88,0.0,2.65,248.0,100.0,g,False,False,True,True,True,True
1458000,4 OZ SOCKEYE SALMON PORT,SEAFOOD,SNACK,NON_VEG,134.0,22.32,0.0,4.46,0.0,0.0,80.0,100.0,g,False,False,True,True,True,True
1457998,4 OZ. SALMON PORTIONS,SEAFOOD,SNACK,NON_VEG,205.0,20.54,0.0,13.39,0.0,0.0,58.0,100.0,g,False,False,True,True,True,True
2453521,4 PREMIUM CRAB CAKES,SEAFOOD,SNACK,NON_VEG,296.0,5.63,18.31,21.13,1.4,2.82,803.0,100.0,g,False,False,False,True,True,True
1459125,4/6 OZ SALMON PORTIONS,SEAFOOD,SNACK,NON_VEG,115.0,19.47,0.0,3.54,0.0,0.0,58.0,100.0,g,False,False,True,True,True,True
1458479,4OZ 68% LUMP CRAB CAKE,SEAFOOD,SNACK,NON_VEG,115.0,11.5,7.96,4.42,0.9,0.88,531.0,100.0,g,False,False,False,True,True,True
1458114,4OZ. DELUXE DEVILED CRABS,SEAFOOD,SNACK,NON_VEG,150.0,7.08,17.7,6.19,0.9,3.54,690.0,100.0,g,False,False,True,True,True,True
2396763,"4PC SPICY SHRIMP INARI QBR, SPICY SHRIMP",SEAFOOD,SNACK,NON_VEG,157.0,5.19,20.28,6.13,0.5,8.96,444.0,100.0,g,False,False,True,True,True,True
1972098,"4PC SPICY SHRIMP INARI, SPICY SHRIMP",SEAFOOD,SNACK,NON_VEG,178.0,5.63,26.29,6.1,0.5,8.92,438.0,100.0,g,False,False,True,True,True,True
1151961,5 CRAB CAKES,SEAFOOD,SNACK,NON_VEG,177.0,9.38,21.88,6.25,1.0,3.12,385.0,100.0,g,False,False,False,True,True,True
1457548,5/7 LB AHI TUNA LOINS,SEAFOOD,SNACK,NON_VEG,107.0,24.11,0.0,0.45,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
1457772,5/8 SNOW CRAB CLUSTERS,SEAFOOD,SNACK,NON_VEG,112.0,23.53,0.0,1.76,0.0,0.0,765.0,100.0,g,False,False,True,True,True,True
1458540,5/8 SNOW CRAB CLUSTERS,SEAFOOD,SNACK,NON_VEG,107.0,23.81,0.0,1.19,0.0,0.0,774.0,100.0,g,False,False,True,True,True,True
1458856,5/8 SNOW CRAB CLUSTERS,SEAFOOD,SNACK,NON_VEG,107.0,23.81,0.0,1.19,0.0,0.0,774.0,100.0,g,False,False,True,True,True,True
1457470,5/8 SNOW CRAB CLUSTERS,SEAFOOD,SNACK,NON_VEG,107.0,23.81,0.0,1.19,0.0,0.0,774.0,100.0,g,False,False,True,True,True,True
2183047,555 Tuna Hot & Spicy 155g,SEAFOOD,SNACK,NON_VEG,167.0,11.11,8.33,12.5,0.0,5.56,917.0,100.0,g,False,False,True,True,True,True
1459392,6 OZ AHI TUNA STEAK,SEAFOOD,SNACK,NON_VEG,107.0,24.11,0.0,0.45,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
1459290,6 OZ Y/FIN TUNA STEAK,SEAFOOD,SNACK,NON_VEG,107.0,24.11,0.0,0.0,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
1458651,6/8 OZ ROCK FISH FILLETS,SEAFOOD,SNACK,NON_VEG,89.0,18.75,0.0,1.34,0.0,0.0,71.0,100.0,g,False,False,True,True,True,True
2043677,"7 SELECT, RED FISH CANDY",SEAFOOD,SNACK,NON_VEG,350.0,0.0,85.0,0.0,0.0,60.0,25.0,100.0,g,False,False,True,True,True,True
1459311,8 OZ AHI TUNA STEAK,SEAFOOD,SNACK,NON_VEG,107.0,24.11,0.0,0.45,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
1458578,8 OZ Y/FIN TUNA STEAK,SEAFOOD,SNACK,NON_VEG,107.0,24.11,0.0,0.0,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
1458232,8/UP OZ ROCK FISH FILLET,SEAFOOD,SNACK,NON_VEG,89.0,17.86,0.0,1.34,0.0,0.0,71.0,100.0,g,False,False,True,True,True,True
1460126,8/UP SNOW CRAB CLUSTERS,SEAFOOD,SNACK,NON_VEG,94.0,18.82,0.0,1.18,0.0,0.0,541.0,100.0,g,False,False,True,True,True,True
2399891,85% LEAN | 15% FAT GRASS FED GROUND LAMB,PROTEIN,SNACK,NON_VEG,205.0,17.86,0.89,15.18,0.0,0.0,58.0,100.0,g,False,False,True,True,True,True
1459741,8OZ UNIFORM SALMON PORT,SEAFOOD,SNACK,NON_VEG,204.0,20.35,0.0,13.27,0.0,0.0,58.0,100.0,g,False,False,True,True,True,True
500170,"9999, FISH SAUCE",SEAFOOD,SNACK,NON_VEG,84.0,20.0,0.0,0.0,0.0,0.0,11193.0,100.0,g,False,False,True,True,True,True
2448296,"9PC SASHIMI SALMON, SASHIMI",SEAFOOD,SNACK,NON_VEG,110.0,9.88,2.33,6.4,0.6,0.0,81.0,100.0,g,False,False,True,True,True,True
1967984,"9PC SASHIMI TUNA, SASHIMI",SEAFOOD,SNACK,NON_VEG,64.0,12.21,2.33,0.29,0.6,0.0,73.0,100.0,g,False,False,True,True,True,True
1965084,"A FISHLESS TUNA, LEMON PEPPER",SEAFOOD,SNACK,NON_VEG,93.0,9.41,8.24,2.35,3.5,2.35,209.0,100.0,g,False,False,True,True,True,True
1965029,"A FISHLESS TUNA, SESAME GINGER",SEAFOOD,SNACK,NON_VEG,102.0,8.24,15.29,1.18,3.5,5.88,881.0,100.0,g,False,False,True,True,True,True
1892796,ADOBO SALMON WITH BLACK BEANS & RICE,SEAFOOD,LUNCH,NON_VEG,149.0,9.02,14.12,6.27,1.6,0.39,424.0,100.0,g,False,False,True,True,True,True
2024967,ADOBO TUNA IN SOY SAUCE AND VINEGAR,SEAFOOD,SNACK,NON_VEG,107.0,8.93,7.14,5.36,3.6,1.79,1161.0,100.0,g,False,False,True,True,True,False
2024965,AFRITADA TUNA IN TOMATO SAUCE WITH VEGETABLES,SEAFOOD,SNACK,NON_VEG,125.0,8.93,8.93,5.36,3.6,3.57,607.0,100.0,g,False,False,True,True,True,True
2539246,"AHI & SALMON POKE, AHI & SALMON",SEAFOOD,SNACK,NON_VEG,120.0,8.1,15.14,2.46,0.4,0.7,380.0,100.0,g,False,False,True,True,True,True
2463877,AHI TUNA,SEAFOOD,SNACK,NON_VEG,107.0,24.11,0.0,0.45,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
2478388,AHI TUNA,SEAFOOD,SNACK,NON_VEG,107.0,23.21,0.0,0.89,0.0,0.0,36.0,100.0,g,False,False,True,True,True,True
1894647,AHI TUNA BURGER WITH GARDEN VEGETABLES,SEAFOOD,LUNCH,NON_VEG,106.0,16.81,0.0,4.42,0.0,0.0,398.0,100.0,g,False,False,True,True,True,True
1913589,"AHI TUNA BURGERS, CILANTRO LIME",SEAFOOD,LUNCH,NON_VEG,88.0,18.68,3.3,0.55,0.0,2.2,264.0,100.0,g,False,False,True,True,True,True
2484941,AHI TUNA KABOB,SEAFOOD,SNACK,NON_VEG,107.0,25.0,0.0,0.0,0.0,0.0,22.0,100.0,g,False,False,True,True,True,True
2154772,AHI TUNA POKE WITH SAUCE,SEAFOOD,SNACK,NON_VEG,118.0,23.53,2.75,1.18,0.0,2.35,537.0,100.0,g,False,False,True,True,True,True
2462366,"AHI TUNA POKE WITH SAUCE, AHI TUNA",SEAFOOD,SNACK,NON_VEG,118.0,23.53,2.75,1.18,0.0,2.35,537.0,100.0,g,False,False,True,True,True,True
1905263,AHI TUNA STEAK,SEAFOOD,SNACK,NON_VEG,106.0,23.89,0.0,0.88,0.0,0.0,35.0,100.0,g,False,False,True,True,True,True
1888569,"AHI TUNA STEAK, AHI TUNA",SEAFOOD,SNACK,NON_VEG,110.0,24.78,0.0,0.44,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
1899341,AHI TUNA STEAKS,SEAFOOD,SNACK,NON_VEG,110.0,24.78,0.0,0.44,0.0,0.0,45.0,100.0,g,False,False,True,True,True,True
2485714,AHI TUNA STEAKS,SEAFOOD,SNACK,NON_VEG,112.0,24.71,0.0,0.59,0.0,0.0,44.0,100.0,g,False,False,True,True,True,True
1888568,AHI TUNA STEAKS,SEAFOOD,SNACK,NON_VEG,110.0,24.78,0.0,0.44,0.0,0.88,45.0,100.0,g,False,False,True,True,True,True
2392238,AHI WILD YELLOWFIN TUNA,SEAFOOD,SNACK,NON_VEG,125.0,30.36,0.0,0.89,0.0,0.0,304.0,100.0,g,False,False,True,True,True,True
2392236,AHI WILD YELLOWFIN TUNA IN AVOCADO OIL,SEAFOOD,SNACK,NON_VEG,125.0,28.57,0.0,1.79,0.0,0.0,304.0,100.0,g,False,False,True,True,True,True
2577370,AIR FRIED FISH FILLETS,SEAFOOD,SNACK,NON_VEG,173.0,11.82,21.82,4.09,2.7,1.82,473.0,100.0,g,False,False,True,True,True,True
2671823,"AIR FRYER SEASONED COATING MIX FOR FISH, FISH",SEAFOOD,SNACK,NON_VEG,389.0,5.56,66.67,5.56,5.6,5.56,2611.0,100.0,g,False,False,False,True,True,True
2059951,ALASKA KETA SALMON FILLETS,SEAFOOD,SNACK,NON_VEG,116.0,20.54,0.0,3.57,0.0,0.0,49.0,100.0,g,False,False,True,True,True,True
2100196,ALASKA KETA SALMON FILLETS,SEAFOOD,SNACK,NON_VEG,116.0,20.54,0.0,3.57,0.0,0.0,49.0,100.0,g,False,False,True,True,True,True
2487185,ALASKA PINK SALMON,SEAFOOD,SNACK,NON_VEG,118.0,18.82,0.0,4.71,0.0,0.0,353.0,100.0,g,False,False,True,True,True,True
2066697,ALASKA PINK SALMON,SEAFOOD,SNACK,NON_VEG,129.0,20.0,0.0,4.71,0.0,0.0,400.0,100.0,g,False,False,True,True,True,True
2119599,ALASKA PINK SALMON,SEAFOOD,SNACK,NON_VEG,143.0,23.21,0.0,5.36,0.0,0.0,357.0,100.0,g,False,False,True,True,True,True
2656227,ALASKA PINK SALMON,SEAFOOD,SNACK,NON_VEG,118.0,18.82,0.0,4.71,0.0,0.0,353.0,100.0,g,False,False,True,True,True,True
1926592,ALASKA SALMON BITES,SEAFOOD,SNACK,NON_VEG,300.0,36.67,33.33,3.33,0.0,30.0,1200.0,100.0,g,False,False,True,True,True,True
2496656,"ALASKA SALMON BURGERS, ALASKA",SEAFOOD,LUNCH,NON_VEG,152.0,17.72,1.27,7.59,0.0,0.0,291.0,100.0,g,False,False,True,True,True,True
2496652,"ALASKA SALMON BURGERS, ALASKA",SEAFOOD,LUNCH,NON_VEG,154.0,17.58,1.1,7.69,0.0,0.0,286.0,100.0,g,False,False,True,True,True,True
2090670,ALASKA SALMON WITH SWEET CHILI SAUCE,SEAFOOD,SNACK,NON_VEG,95.0,17.7,1.77,1.33,0.9,0.88,177.0,100.0,g,False,False,True,True,True,True
1926594,ALASKA SMOKED SOCKEYE SALMON,SEAFOOD,SNACK,NON_VEG,177.0,24.19,1.61,8.06,0.0,0.0,435.0,100.0,g,False,False,True,True,True,True
2640155,ALASKA SMOKED SOCKEYE SALMON,SEAFOOD,SNACK,NON_VEG,177.0,24.19,0.0,8.06,0.0,0.0,435.0,100.0,g,False,False,True,True,True,True
2440049,"ALASKA SMOKEHOUSE, SMOKED SALMON",SEAFOOD,SNACK,NON_VEG,161.0,21.43,0.0,8.93,0.0,0.0,1018.0,100.0,g,False,False,True,True,True,True
2617951,"ALASKA SMOKEHOUSE, SOCKEYE SMOKED SALMON",SEAFOOD,SNACK,NON_VEG,286.0,23.21,1.79,14.29,0.0,1.79,714.0,100.0,g,False,False,True,True,True,True
2489016,ALASKA SOCKEYE SALMON,SEAFOOD,SNACK,NON_VEG,134.0,22.32,0.0,4.46,0.0,0.0,76.0,100.0,g,False,False,True,True,True,True
2089475,ALASKA SOCKEYE SALMON FILLETS,SEAFOOD,SNACK,NON_VEG,142.0,21.24,0.0,5.31,0.0,0.0,111.0,100.0,g,False,False,True,True,True,True
2481827,"ALASKA SOCKEYE SALMON HATCH CHILE BURGERS, ALASKA SOCKEYE SALMON",SEAFOOD,LUNCH,NON_VEG,111.0,17.78,3.33,3.89,1.1,1.11,367.0,100.0,g,False,False,True,True,True,True
2483272,"ALASKA SOCKEYE SALMON LIGHTLY SEASONED BURGERS, ALASKA SOCKEYE SALMON",SEAFOOD,LUNCH,NON_VEG,111.0,18.89,2.22,3.89,0.0,0.0,289.0,100.0,g,False,False,True,True,True,True
2369444,"ALASKA SOCKEYE SALMON MEDITERRANEAN STYLE BURGERS, ALASKA SOCKEYE SALMON",SEAFOOD,LUNCH,NON_VEG,165.0,10.59,0.0,0.0,0.6,1.18,371.0,100.0,g,False,False,True,True,True,True
2405132,"ALASKA SOCKEYE SALMON, ALASKA SOCKEYE",SEAFOOD,SNACK,NON_VEG,142.0,21.24,0.0,5.31,0.0,0.0,111.0,100.0,g,False,False,True,True,True,True
2103919,ALASKA WILD SOCKEYE SALMON PORTIONS,SEAFOOD,SNACK,NON_VEG,153.0,21.76,0.0,7.06,0.0,0.0,59.0,100.0,g,False,False,True,True,True,True
1913813,ALASKAN CRAB-FLAVORED SEAFOOD,SEAFOOD,SNACK,NON_VEG,106.0,11.76,11.76,2.35,0.0,3.53,706.0,100.0,g,False,False,True,True,True,True
2617008,ALASKAN IN WATER SALMON,SEAFOOD,SNACK,NON_VEG,113.0,21.13,0.0,3.52,0.0,0.0,521.0,100.0,g,False,False,True,True,True,True
2278926,"ALASKAN KRAB & SHRIMP SALAD, ALASKAN KRAB & SHRIMP",SEAFOOD,LUNCH,NON_VEG,330.0,7.0,8.0,30.0,0.0,3.0,530.0,100.0,g,False,False,True,True,True,True
2118558,ALASKAN PINK SALMON,SEAFOOD,SNACK,NON_VEG,143.0,20.63,0.0,4.76,0.0,0.0,429.0,100.0,g,False,False,True,True,True,True
2505408,"ALASKAN PINK SALMON, ALASKAN",SEAFOOD,SNACK,NON_VEG,127.0,19.05,0.0,4.76,0.0,0.0,365.0,100.0,g,False,False,True,True,True,True
2462024,"ALASKAN POLLOCK WITH CRAB MEAT STUFFING, CRAB MEAT STUFFING",SEAFOOD,SNACK,NON_VEG,135.0,11.76,6.47,7.06,0.0,1.76,518.0,100.0,g,False,False,True,True,True,True
2496647,"ALASKAN SALMON BITES, ALASKAN",SEAFOOD,SNACK,NON_VEG,167.0,14.81,1.85,11.11,0.0,0.93,269.0,100.0,g,False,False,True,True,True,True
2470508,"ALASKAN SALMON BURGER, ALASKAN SALMON",SEAFOOD,LUNCH,NON_VEG,176.0,15.38,2.2,12.09,1.1,0.0,407.0,100.0,g,False,False,True,True,True,True
2614856,ALASKAN SALMON BURGERS,SEAFOOD,LUNCH,NON_VEG,139.0,16.46,3.8,7.59,1.3,0.0,44.0,100.0,g,False,False,True,True,True,True
2096807,ALASKAN SALMON BURGERS,SEAFOOD,LUNCH,NON_VEG,115.0,18.58,0.0,5.31,0.0,0.0,372.0,100.0,g,False,False,True,True,True,True
2090063,ALASKAN SALMON BURGERS,SEAFOOD,LUNCH,NON_VEG,150.0,17.7,1.77,7.96,0.0,0.0,292.0,100.0,g,False,False,True,True,True,True
1849833,ALASKAN SALMON CAKE,SEAFOOD,SNACK,NON_VEG,130.0,7.75,10.92,5.63,2.8,2.11,173.0,100.0,g,False,False,False,True,True,True
1895900,"ALASKAN SALMON, MISO GLAZED",SEAFOOD,SNACK,NON_VEG,85.0,6.01,9.89,1.59,1.4,3.53,208.0,100.0,g,False,False,True,True,True,True
2487985,ALASKAN SOCKEYE SALMON,SEAFOOD,SNACK,NON_VEG,133.0,22.12,0.0,4.42,0.0,0.0,80.0,100.0,g,False,False,True,True,True,True
2079280,ALASKAN SOCKEYE SALMON FILLET,SEAFOOD,SNACK,NON_VEG,167.0,21.21,0.0,8.59,0.0,0.0,48.0,100.0,g,False,False,True,True,True,True
1670556,ALASKAN SOCKEYE SALMON FILLETS,SEAFOOD,SNACK,NON_VEG,133.0,22.12,0.0,4.42,0.0,0.0,80.0,100.0,g,False,False,True,True,True,True
2072603,ALASKAN SOCKEYE SALMON PORTIONS,SEAFOOD,SNACK,NON_VEG,153.0,21.76,0.0,7.06,0.0,0.0,59.0,100.0,g,False,False,True,True,True,True
2484652,"ALASKAN SOCKEYE SALMON, ALASKAN SOCKEYE",SEAFOOD,SNACK,NON_VEG,129.0,22.35,0.0,4.71,0.0,0.0,79.0,100.0,g,False,False,True,True,True,True
2670135,ALBACORE CHUNK WHITE TUNA IN WATER,SEAFOOD,SNACK,NON_VEG,107.0,26.79,0.0,0.89,0.0,0.0,393.0,100.0,g,False,False,True,True,True,True
2615841,ALBACORE IN SPRING WATER  TUNA,SEAFOOD,SNACK,NON_VEG,114.0,24.29,0.0,1.43,0.0,0.0,257.0,100.0,g,False,False,True,True,True,True
2596965,ALBACORE PREMIUM IN OIL TUNA,SEAFOOD,SNACK,NON_VEG,150.0,27.43,0.0,4.42,0.0,0.0,248.0,100.0,g,False,False,True,True,True,True
2641499,ALBACORE PREMIUM IN WATER TUNA,SEAFOOD,SNACK,NON_VEG,106.0,24.78,0.0,0.88,0.0,0.0,124.0,100.0,g,False,False,True,True,True,True
2439346,"ALBACORE READY-TO-EAT TUNA SALAD, ALBACORE",SEAFOOD,LUNCH,NON_VEG,118.0,12.94,4.71,4.71,1.2,1.18,365.0,100.0,g,False,False,True,True,True,True
